;Source;Instance;GA;Gurobi;Literature;GA Best Gap;Gurobi Best Gap;Literature Best Gap;GA Literature Gap;Gurobi Literature Gap;GA/Gurobi;GA/Literature;n_machines;n_operations;beta_flexibility;duration_variety
0;1_Brandimarte;1;40.0;40;40.0;0.0;0.0;0.0;0.0;0.0;o;o;6;55;0.3333333333333333;0.05217391304347826
1;1_Brandimarte;2;26.0;27;26.0;0.0;0.038461538461538464;0.0;0.0;0.038461538461538464;+;o;6;58;0.5833333333333334;0.025210084033613446
2;1_Brandimarte;3;204.0;204;204.0;0.0;0.0;0.0;0.0;0.0;o;o;8;150;0.375;0.037694013303769404
3;1_Brandimarte;4;60.0;60;60.0;0.0;0.0;0.0;0.0;0.0;o;o;8;90;0.25;0.05232558139534884
4;1_Brandimarte;5;173.0;173;172.0;0.005813953488372093;0.005813953488372093;0.0;0.005813953488372093;0.005813953488372093;o;-;4;106;0.375;0.027624309392265192
5;1_Brandimarte;6;63.0;64;58.0;0.08620689655172414;0.10344827586206896;0.0;0.08620689655172414;0.10344827586206896;+;-;10;150;0.3;0.018367346938775512
6;1_Brandimarte;7;141.0;144;139.0;0.014388489208633094;0.03597122302158273;0.0;0.014388489208633094;0.03597122302158273;+;-;5;100;0.6;0.06713780918727916
7;1_Brandimarte;8;523.0;523;523.0;0.0;0.0;0.0;0.0;0.0;o;o;10;225;0.15;0.037267080745341616
8;1_Brandimarte;9;320.0;310;307.0;0.04234527687296417;0.009771986970684038;0.0;0.04234527687296417;0.009771986970684038;-;-;10;240;0.3;0.026402640264026403
9;1_Brandimarte;10;247.0;217;197.0;0.25380710659898476;0.10152284263959391;0.0;0.25380710659898476;0.10152284263959391;-;-;15;240;0.2;0.0223463687150838
10;1_Brandimarte;11;614.0;626;615.0;0.0;0.019543973941368076;0.0016286644951140066;-0.0016260162601626016;0.01788617886178862;+;+;5;179;0.301675977653632;0.07037037037037037
11;1_Brandimarte;12;508.0;508;508.0;0.0;0.0;0.0;0.0;0.0;o;o;10;193;0.14922279792746102;0.0625
12;1_Brandimarte;13;434.0;431;430.0;0.009302325581395349;0.002325581395348837;0.0;0.009302325581395349;0.002325581395348837;-;-;10;231;0.336796536796537;0.02570694087403599
13;1_Brandimarte;14;694.0;694;694.0;0.0;0.0;0.0;0.0;0.0;o;o;15;277;0.103971119133574;0.041666666666666664
14;1_Brandimarte;15;414.0;358;341.0;0.21407624633431085;0.04985337243401759;0.0;0.21407624633431085;0.04985337243401759;-;-;15;284;0.202112676056338;0.023228803716608595
15;0_BehnkeGeiger;1;92.0;90;91.0;0.022222222222222223;0.0;0.011111111111111112;0.01098901098901099;-0.01098901098901099;-;-;20;50;0.304;0.06907894736842106
16;0_BehnkeGeiger;2;94.0;91;91.0;0.03296703296703297;0.0;0.0;0.03296703296703297;0.0;-;-;20;50;0.33599999999999997;0.0625
17;0_BehnkeGeiger;3;92.0;91;91.0;0.01098901098901099;0.0;0.0;0.01098901098901099;0.0;-;-;20;50;0.312;0.0673076923076923
18;0_BehnkeGeiger;4;99.0;97;97.0;0.020618556701030927;0.0;0.0;0.020618556701030927;0.0;-;-;20;50;0.33199999999999996;0.06325301204819277
19;0_BehnkeGeiger;5;93.0;91;91.0;0.02197802197802198;0.0;0.0;0.02197802197802198;0.0;-;-;20;50;0.308;0.06818181818181818
20;0_BehnkeGeiger;6;135.0;142;131.0;0.030534351145038167;0.08396946564885496;0.0;0.030534351145038167;0.08396946564885496;+;-;20;100;0.33399999999999996;0.03143712574850299
21;0_BehnkeGeiger;7;135.0;139;130.0;0.038461538461538464;0.06923076923076923;0.0;0.038461538461538464;0.06923076923076923;+;-;20;100;0.32599999999999996;0.032208588957055216
22;0_BehnkeGeiger;8;133.0;135;128.0;0.0390625;0.0546875;0.0;0.0390625;0.0546875;+;-;20;100;0.322;0.03260869565217391
23;0_BehnkeGeiger;9;134.0;130;129.0;0.03875968992248062;0.007751937984496124;0.0;0.03875968992248062;0.007751937984496124;-;-;20;100;0.322;0.03260869565217391
24;0_BehnkeGeiger;10;139.0;140;133.0;0.045112781954887216;0.05263157894736842;0.0;0.045112781954887216;0.05263157894736842;+;-;20;100;0.306;0.03431372549019608
25;0_BehnkeGeiger;11;312.0;294;259.0;0.20463320463320464;0.13513513513513514;0.0;0.20463320463320464;0.13513513513513514;-;-;20;250;0.321;0.013092269326683292
26;0_BehnkeGeiger;12;299.0;297;251.0;0.19123505976095617;0.18326693227091634;0.0;0.19123505976095617;0.18326693227091634;-;-;20;250;0.327;0.012836185819070905
27;0_BehnkeGeiger;13;314.0;277;252.0;0.24603174603174602;0.0992063492063492;0.0;0.24603174603174602;0.0992063492063492;-;-;20;250;0.3225;0.013027295285359801
28;0_BehnkeGeiger;14;313.0;302;258.0;0.2131782945736434;0.17054263565891473;0.0;0.2131782945736434;0.17054263565891473;-;-;20;250;0.305;0.013779527559055118
29;0_BehnkeGeiger;15;300.0;297;262.0;0.1450381679389313;0.13358778625954199;0.0;0.1450381679389313;0.13358778625954199;-;-;20;250;0.3135;0.013392857142857142
30;0_BehnkeGeiger;16;811.0;528;566.0;0.5359848484848485;0.0;0.07196969696969698;0.43286219081272087;-0.06713780918727916;-;-;20;500;0.3235;0.0064894932014833125
31;0_BehnkeGeiger;17;759.0;565;535.0;0.41869158878504675;0.056074766355140186;0.0;0.41869158878504675;0.056074766355140186;-;-;20;500;0.32;0.0065625
32;0_BehnkeGeiger;18;777.0;617;555.0;0.4;0.11171171171171171;0.0;0.4;0.11171171171171171;-;-;20;500;0.3165;0.00663716814159292
33;0_BehnkeGeiger;19;801.0;529;532.0;0.5141776937618148;0.0;0.005671077504725898;0.5056390977443609;-0.005639097744360902;-;-;20;500;0.3225;0.006513647642679901
34;0_BehnkeGeiger;20;768.0;515;522.0;0.4912621359223301;0.0;0.013592233009708738;0.47126436781609193;-0.013409961685823755;-;-;20;500;0.3165;0.00663716814159292
35;0_BehnkeGeiger;21;88.0;87;85.0;0.03529411764705882;0.023529411764705882;0.0;0.03529411764705882;0.023529411764705882;-;-;40;50;0.374;0.02807486631016043
36;0_BehnkeGeiger;22;88.0;87;87.0;0.011494252873563218;0.0;0.0;0.011494252873563218;0.0;-;-;40;50;0.32799999999999996;0.03201219512195122
37;0_BehnkeGeiger;23;86.0;85;86.0;0.011764705882352941;0.0;0.011764705882352941;0.0;-0.011627906976744186;-;o;40;50;0.348;0.03017241379310345
38;0_BehnkeGeiger;24;87.0;87;87.0;0.0;0.0;0.0;0.0;0.0;o;o;40;50;0.282;0.03723404255319149
39;0_BehnkeGeiger;25;88.0;87;87.0;0.011494252873563218;0.0;0.0;0.011494252873563218;0.0;-;-;40;50;0.284;0.03697183098591549
40;0_BehnkeGeiger;26;121.0;117;122.0;0.03418803418803419;0.0;0.042735042735042736;-0.00819672131147541;-0.040983606557377046;-;+;40;100;0.319;0.016457680250783698
41;0_BehnkeGeiger;27;131.0;129;132.0;0.015503875968992248;0.0;0.023255813953488372;-0.007575757575757576;-0.022727272727272728;-;+;40;100;0.298;0.01761744966442953
42;0_BehnkeGeiger;28;123.0;121;123.0;0.01652892561983471;0.0;0.01652892561983471;0.0;-0.016260162601626018;-;o;40;100;0.346;0.015173410404624277
43;0_BehnkeGeiger;29;122.0;124;125.0;0.0;0.01639344262295082;0.02459016393442623;-0.024;-0.008;+;+;40;100;0.34900000000000003;0.01504297994269341
44;0_BehnkeGeiger;30;129.0;123;127.0;0.04878048780487805;0.0;0.032520325203252036;0.015748031496062992;-0.031496062992125984;-;-;40;100;0.324;0.016203703703703703
45;0_BehnkeGeiger;31;270.0;269;272.0;0.0037174721189591076;0.0;0.011152416356877323;-0.007352941176470588;-0.011029411764705883;-;+;40;250;0.32325;0.006497524752475247
46;0_BehnkeGeiger;32;264.0;258;259.0;0.023255813953488372;0.0;0.003875968992248062;0.019305019305019305;-0.003861003861003861;-;-;40;250;0.30525;0.006880733944954129
47;0_BehnkeGeiger;33;264.0;246;245.0;0.07755102040816327;0.004081632653061225;0.0;0.07755102040816327;0.004081632653061225;-;-;40;250;0.3075;0.0068270481144343306
48;0_BehnkeGeiger;34;256.0;266;265.0;0.0;0.0390625;0.03515625;-0.033962264150943396;0.0037735849056603774;+;+;40;250;0.3085;0.006809338521400778
49;0_BehnkeGeiger;35;250.0;244;253.0;0.02459016393442623;0.0;0.036885245901639344;-0.011857707509881422;-0.03557312252964427;-;+;40;250;0.312;0.006730769230769231
50;0_BehnkeGeiger;36;527.0;465;531.0;0.13333333333333333;0.0;0.14193548387096774;-0.007532956685499058;-0.12429378531073447;-;+;40;500;0.31124999999999997;0.0033740359897172236
51;0_BehnkeGeiger;37;543.0;549;536.0;0.013059701492537313;0.024253731343283583;0.0;0.013059701492537313;0.024253731343283583;+;-;40;500;0.305;0.0034426229508196723
52;0_BehnkeGeiger;38;532.0;445;527.0;0.19550561797752808;0.0;0.1842696629213483;0.009487666034155597;-0.1555977229601518;-;-;40;500;0.31775000000000003;0.003303964757709251
53;0_BehnkeGeiger;39;555.0;466;516.0;0.19098712446351931;0.0;0.1072961373390558;0.0755813953488372;-0.09689922480620156;-;-;40;500;0.31275;0.003356777493606138
54;0_BehnkeGeiger;40;575.0;486;521.0;0.1831275720164609;0.0;0.0720164609053498;0.1036468330134357;-0.0671785028790787;-;-;40;500;0.301;0.0034883720930232558
55;0_BehnkeGeiger;41;87.0;87;87.0;0.0;0.0;0.0;0.0;0.0;o;o;60;50;0.37066666666666664;0.018884892086330936
56;0_BehnkeGeiger;42;88.0;87;87.0;0.011494252873563218;0.0;0.0;0.011494252873563218;0.0;-;-;60;50;0.2613333333333333;0.026785714285714284
57;0_BehnkeGeiger;43;88.0;86;86.0;0.023255813953488372;0.0;0.0;0.023255813953488372;0.0;-;-;60;50;0.32133333333333336;0.021784232365145227
58;0_BehnkeGeiger;44;86.0;84;85.0;0.023809523809523808;0.0;0.011904761904761904;0.011764705882352941;-0.011764705882352941;-;-;60;50;0.3266666666666667;0.02142857142857143
59;0_BehnkeGeiger;45;87.0;87;87.0;0.0;0.0;0.0;0.0;0.0;o;o;60;50;0.33999999999999997;0.020588235294117647
60;0_BehnkeGeiger;46;123.0;120;124.0;0.025;0.0;0.03333333333333333;-0.008064516129032258;-0.03225806451612903;-;+;60;100;0.26066666666666666;0.013427109974424553
61;0_BehnkeGeiger;47;123.0;122;126.0;0.00819672131147541;0.0;0.03278688524590164;-0.023809523809523808;-0.031746031746031744;-;+;60;100;0.3126666666666667;0.011194029850746268
62;0_BehnkeGeiger;48;131.0;128;134.0;0.0234375;0.0;0.046875;-0.022388059701492536;-0.04477611940298507;-;+;60;100;0.2946666666666667;0.011877828054298642
63;0_BehnkeGeiger;49;120.0;116;121.0;0.034482758620689655;0.0;0.04310344827586207;-0.008264462809917356;-0.04132231404958678;-;+;60;100;0.30333333333333334;0.011538461538461539
64;0_BehnkeGeiger;50;131.0;125;131.0;0.048;0.0;0.048;0.0;-0.04580152671755725;-;o;60;100;0.3453333333333333;0.010135135135135136
65;0_BehnkeGeiger;51;257.0;254;259.0;0.011811023622047244;0.0;0.01968503937007874;-0.007722007722007722;-0.019305019305019305;-;+;60;250;0.3111666666666667;0.004498714652956298
66;0_BehnkeGeiger;52;249.0;245;255.0;0.0163265306122449;0.0;0.04081632653061224;-0.023529411764705882;-0.0392156862745098;-;+;60;250;0.30216666666666664;0.004633715798764342
67;0_BehnkeGeiger;53;251.0;248;257.0;0.012096774193548387;0.0;0.036290322580645164;-0.023346303501945526;-0.03501945525291829;-;+;60;250;0.3115;0.00449486301369863
68;0_BehnkeGeiger;54;260.0;257;267.0;0.011673151750972763;0.0;0.038910505836575876;-0.026217228464419477;-0.03745318352059925;-;+;60;250;0.29283333333333333;0.0047814207650273225
69;0_BehnkeGeiger;55;253.0;253;256.0;0.0;0.0;0.011857707509881422;-0.01171875;-0.01171875;o;+;60;250;0.29233333333333333;0.00479014598540146
70;0_BehnkeGeiger;56;516.0;461;538.0;0.1193058568329718;0.0;0.16702819956616052;-0.040892193308550186;-0.14312267657992564;-;+;60;500;0.30866666666666664;0.0022678185745140388
71;0_BehnkeGeiger;57;513.0;477;535.0;0.07547169811320754;0.0;0.12159329140461216;-0.041121495327102804;-0.10841121495327102;-;+;60;500;0.31166666666666665;0.002246469833119384
